2026-07-30 00:11:16.068 | DEBUG    | __main__:check_subprocess:524 - FFmpeg输入源: http://pull-flv-l11.douyincdn.com/stage/stream-696272795256750225_Stage0T000sd.flv?expire=1785946275&sign=f48ab0d4de850f35a8a57c22702702ed&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&unique_id=stream-696272795256750225_145_flv_Stage0T000sd&t_id=037-202607300011142F1D23B17B1B5FB8004A-vurV7c
2026-08-02 06:37:40.859 | DEBUG    | __main__:check_subprocess:531 - FFmpeg输入源: http://pull-hs-f5.flive.douyincdn.com/thirdgame/stream-119830109397451530_sd.flv?expire=1786228659&sign=5224fd7b987589b4c7cb931327bb8019&volcSecret=5224fd7b987589b4c7cb931327bb8019&volcTime=1786228659&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&unique_id=stream-119830109397451530_778_flv_sd&t_id=037-20260802063739AE3BE6F4CBC02813B396-4Pr6RI
2026-08-02 06:37:40.859 | DEBUG    | __main__:check_subprocess:532 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/欧尼喵桑/2026-08-02_06-37/欧尼喵桑_2026-08-02_06-37-40_segments.ts.ffmpeg.log
2026-08-02 06:44:58.864 | DEBUG    | __main__:check_subprocess:531 - FFmpeg输入源: http://pull-hs-f5.flive.douyincdn.com/thirdgame/stream-119830109397451530_sd.flv?expire=1786229096&sign=77ce1d67748cc807bc7252ef4c6869cd&volcSecret=77ce1d67748cc807bc7252ef4c6869cd&volcTime=1786229096&exp_hrchy=w1&arch_hrchy=w1&major_anchor_level=common&unique_id=stream-119830109397451530_778_flv_sd&t_id=037-202608020644568E65068E05FD201F53E9-moqyZo
2026-08-02 06:44:58.865 | DEBUG    | __main__:check_subprocess:532 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/欧尼喵桑/2026-08-02_06-44/欧尼喵桑_2026-08-02_06-44-58_segments.ts.ffmpeg.log
2026-08-02 06:53:50.806 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hs-f5.flive.douyincdn.com/thirdgame/stream-119830109397451530_sd.flv?expire=1786229628&sign=32d2bf8e206dad372ab38c757f8d4543&volcSecret=32d2bf8e206dad372ab38c757f8d4543&volcTime=1786229628&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&unique_id=stream-119830109397451530_778_flv_sd&t_id=037-20260802065348579914809A7EA3D09702-BKj53W
2026-08-02 06:53:50.806 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/欧尼喵桑/2026-08-02_06-53/欧尼喵桑_2026-08-02_06-53-50_segments.ts.ffmpeg.log
2026-08-02 06:53:58.299 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hs-f5.flive.douyincdn.com/thirdgame/stream-119830109397451530_sd.flv?expire=1786229638&sign=64aa2cc867e4b3a02db94ca88d35a8a8&volcSecret=64aa2cc867e4b3a02db94ca88d35a8a8&volcTime=1786229638&exp_hrchy=w1&arch_hrchy=w1&major_anchor_level=common&unique_id=stream-119830109397451530_778_flv_sd&t_id=037-20260802065357CDF49F16DF7E3D229ACD-BpdR4Y
2026-08-02 06:53:58.299 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/欧尼喵桑/2026-08-02_06-53/欧尼喵桑_2026-08-02_06-53-58_segments.ts.ffmpeg.log
2026-08-02 20:58:41.760 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-t5.douyincdn.com/thirdgame/stream-119834638050657083_sd.flv?expire=1786280320&sign=5a616b2643704c6f71fcb2dc538544f8&volcSecret=5a616b2643704c6f71fcb2dc538544f8&volcTime=1786280320&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&unique_id=stream-119834638050657083_827_flv_sd&t_id=037-202608022058403ED3FA75F5EA8781C87E-KtpEm0
2026-08-02 20:58:41.760 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/欧尼喵桑/2026-08-02_20-58/欧尼喵桑_2026-08-02_20-58-41_segments.ts.ffmpeg.log
2026-08-02 22:09:03.982 | DEBUG    | __main__:start_record:1380 - 抖音直播使用HLS源录制TS，避免FLV输入兼容性问题
2026-08-02 22:09:03.988 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hls-t6.douyincdn.com/stage/stream-119834930631934775_Stage0T000sd/index.m3u8?k=9087b16e5dd9dafa&t=1786284538&exp_hrchy=w1&arch_hrchy=w1&major_anchor_level=common&t_id=037-20260802220858C08E110B0EA36469D5BC-fLRZXw
2026-08-02 22:09:03.988 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/初恋小娜/2026-08-02_22-09/初恋小娜_2026-08-02_22-09-03_segments.ts.ffmpeg.log
2026-08-02 22:49:22.070 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-h1.douyincdn.com/stage/stream-696295840778027865_Stage0T000sd.flv?keeptime=00093a80&wsSecret=b30fcb0d19ddbf373d4179b4f8e12719&wsTime=6a6f58ef&arch_hrchy=h1&exp_hrchy=h1&major_anchor_level=common&unique_id=stream-696295840778027865_857_flv_Stage0T000sd&t_id=037-2026080222491981BB7EAF764BC56FF973-pXMA8H
2026-08-02 22:49:22.071 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/斌的世界/2026-08-02_22-49/斌的世界_2026-08-02_22-49-22_segments.mp3.ffmpeg.log
2026-08-02 23:35:04.848 | DEBUG    | __main__:start_record:1380 - 抖音直播使用HLS源录制TS，避免FLV输入兼容性问题
2026-08-02 23:35:04.855 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hls-t6.douyincdn.com/stage/stream-119834930631934775_Stage0T000sd/index.m3u8?k=fdf05090db8b6b8c&t=1786289704&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&t_id=037-202608022335043AE9E1299DCA7AF02DA9-bIB9ij
2026-08-02 23:35:04.856 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/初恋小娜/2026-08-02_23-35/初恋小娜_2026-08-02_23-35-04_segments.ts.ffmpeg.log
2026-08-02 23:43:00.457 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-t5.douyincdn.com/thirdgame/stream-119834638050657083_sd.flv?expire=1786290177&sign=cf0fbfcaa818feb4d1cfd7a25b2f6d35&volcSecret=cf0fbfcaa818feb4d1cfd7a25b2f6d35&volcTime=1786290177&exp_hrchy=w1&arch_hrchy=w1&major_anchor_level=common&unique_id=stream-119834638050657083_827_flv_sd&t_id=037-20260802234257A7F508266502A98A81AB-qm9lqb
2026-08-02 23:43:00.458 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/欧尼喵桑/2026-08-02_20-58/欧尼喵桑_2026-08-02_23-43-00_segments.ts.ffmpeg.log
2026-08-02 23:59:46.788 | DEBUG    | __main__:start_record:1380 - 抖音直播使用HLS源录制MP4，避免FLV输入兼容性问题
2026-08-02 23:59:46.795 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hls-f11.douyinliving.com/stage/stream-696296119278764850_Stage0T000sd.m3u8?expire=1786291185&sign=49449c97bcb675efdf422586af0aada6&arch_hrchy=s2&exp_hrchy=s1&s_anchor=1&major_anchor_level=vip&t_id=037-20260802235945779869193F7BB3A50C2D-aBiiiM
2026-08-02 23:59:46.795 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/合家欢乐乐乐/2026-08-02_23-59/合家欢乐乐乐_2026-08-02_23-59-46_segments.mp4.ffmpeg.log
2026-08-03 00:07:02.440 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-t6.douyincdn.com/stage/stream-119834930631934775_Stage0T000sd.flv?k=010544e0d15ff465&t=1786291622&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&unique_id=stream-119834930631934775_823_flv_Stage0T000sd&t_id=037-202608030007022F628BE4DA67806081DE-TXL7B2
2026-08-03 00:07:02.440 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/初恋小娜/2026-08-03_00-07/初恋小娜_2026-08-03_00-07-02_segments.ts.ffmpeg.log
2026-08-03 00:48:37.625 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-h1.douyincdn.com/stage/stream-696295840778027865_Stage0T000sd.flv?keeptime=00093a80&wsSecret=b30fcb0d19ddbf373d4179b4f8e12719&wsTime=6a6f58ef&arch_hrchy=h1&exp_hrchy=h1&major_anchor_level=common&unique_id=stream-696295840778027865_857_flv_Stage0T000sd&t_id=037-2026080222491981BB7EAF764BC56FF973-pXMA8H
2026-08-03 00:48:37.627 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/斌的世界/2026-08-02_22-49/斌的世界_2026-08-03_00-48-37_segments.ts.ffmpeg.log
2026-08-03 00:48:53.653 | ERROR    | __main__:check_subprocess:653 - 序号1 斌的世界 FFmpeg录制失败，返回码: 1，完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/斌的世界/2026-08-02_22-49/斌的世界_2026-08-03_00-48-37_segments.ts.ffmpeg.log
2026-08-03 23:07:34.046 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-x4-h5.douyincdn.com/stage/stream-696301703677346649_Stage0T000ld.flv?expire=1786374447&sign=c9193349948a65e330a9f1f2bbea04df&volcSecret=c9193349948a65e330a9f1f2bbea04df&volcTime=1786374447&arch_hrchy=h1&exp_hrchy=h1&major_anchor_level=common&unique_id=stream-696301703677346649_857_flv_Stage0T000ld&t_id=037-202608032307279FE984F1DCE19B233971-iWxLHk
2026-08-03 23:07:34.047 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/斌的世界/2026-08-03_23-07/斌的世界_2026-08-03_23-07-34_segments.mp3.ffmpeg.log
2026-08-03 23:38:52.546 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-l26.douyincdn.com/stage/stream-119841089623425163_Stage0T000ld.flv?expire=6a79f08c&sign=740ee4ac6d46330969242b10aa7d75b1&arch_hrchy=w1&major_anchor_level=common&exp_hrchy=w1&unique_id=stream-119841089623425163_139_flv_Stage0T000ld&t_id=037-2026080323385213C536940FA6CC276A89-QgNYOX
2026-08-03 23:38:52.546 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/初恋小娜/2026-08-03_23-38/初恋小娜_2026-08-03_23-38-52_segments.ts.ffmpeg.log
2026-08-03 23:50:17.460 | DEBUG    | __main__:start_record:1380 - 抖音直播使用HLS源录制TS，避免FLV输入兼容性问题
2026-08-03 23:50:17.462 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hls-f26.douyinliving.com/third/stream-696301874198610739_or4.m3u8?expire=6a79f339&sign=f2069ccaadae4f6fbebcb51833a49c50&exp_hrchy=s1&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-20260803235017B89B870575204AF5001A-7DIAa3
2026-08-03 23:50:17.462 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/合家欢乐乐乐/2026-08-03_23-50/合家欢乐乐乐_2026-08-03_23-50-17_segments.ts.ffmpeg.log
2026-08-04 01:38:50.983 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-x4-h5.douyincdn.com/stage/stream-696301703677346649_Stage0T000ld.flv?expire=1786374447&sign=c9193349948a65e330a9f1f2bbea04df&volcSecret=c9193349948a65e330a9f1f2bbea04df&volcTime=1786374447&arch_hrchy=h1&exp_hrchy=h1&major_anchor_level=common&unique_id=stream-696301703677346649_857_flv_Stage0T000ld&t_id=037-202608032307279FE984F1DCE19B233971-iWxLHk
2026-08-04 01:38:50.984 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/斌的世界/2026-08-03_23-07/斌的世界_2026-08-04_01-38-50_segments.ts.ffmpeg.log
2026-08-04 01:39:03.003 | ERROR    | __main__:check_subprocess:653 - 序号1 斌的世界 FFmpeg录制失败，返回码: 1，完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/斌的世界/2026-08-03_23-07/斌的世界_2026-08-04_01-38-50_segments.ts.ffmpeg.log
2026-08-04 20:01:24.071 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-t6.douyincdn.com/third/stream-696306768246997818_sd.flv?k=48b384668c405238&t=1786449683&arch_hrchy=h1&exp_hrchy=h1&major_anchor_level=common&unique_id=stream-696306768246997818_826_flv_sd&t_id=037-202608042001235178E049ADF00BD821B3-dDDSYO
2026-08-04 20:01:24.071 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/袁大帅哥布林族长/2026-08-04_20-01/袁大帅哥布林族长_2026-08-04_20-01-24_segments.mp3.ffmpeg.log
2026-08-04 22:03:04.210 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-t6.douyincdn.com/third/stream-696306768246997818_sd.flv?k=48b384668c405238&t=1786449683&arch_hrchy=h1&exp_hrchy=h1&major_anchor_level=common&unique_id=stream-696306768246997818_826_flv_sd&t_id=037-202608042001235178E049ADF00BD821B3-dDDSYO
2026-08-04 22:03:04.211 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/袁大帅哥布林族长/2026-08-04_20-01/袁大帅哥布林族长_2026-08-04_22-03-04_segments.ts.ffmpeg.log
2026-08-04 22:03:20.233 | ERROR    | __main__:check_subprocess:653 - 序号3 袁大帅哥布林族长 FFmpeg录制失败，返回码: 1，完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/袁大帅哥布林族长/2026-08-04_20-01/袁大帅哥布林族长_2026-08-04_22-03-04_segments.ts.ffmpeg.log
2026-08-04 23:07:08.652 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-flv-l13.douyincdn.com/stage/stream-119846749782409656_Stage0T000ld.flv?expire=1786460818&sign=017d0c005a2ca66ceecd0d60b3798ad1&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&unique_id=stream-119846749782409656_440_flv_Stage0T000ld&t_id=037-20260804230658DFB6CCC2F80BA7C7CBB0-ekO0NE
2026-08-04 23:07:08.653 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/初恋小娜/2026-08-04_23-07/初恋小娜_2026-08-04_23-07-08_segments.ts.ffmpeg.log
2026-08-05 21:57:03.507 | DEBUG    | __main__:start_record:1380 - 抖音直播使用HLS源录制TS，避免FLV输入兼容性问题
2026-08-05 21:57:03.509 | DEBUG    | __main__:check_subprocess:534 - FFmpeg输入源: http://pull-hls-f6.douyinliving.com/radio/stream-696313027893396290_or4/index.m3u8?k=02964edb5f0205df&t=1786543023&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-20260805215703716BC443F2927CEEB53E-cpyi3h&codec=h264
2026-08-05 21:57:03.509 | DEBUG    | __main__:check_subprocess:535 - FFmpeg完整日志: /home/ubuntu/DouyinLiveRecorder-main/downloads/抖音直播/合家欢乐乐乐/2026-08-05_21-57/合家欢乐乐乐_2026-08-05_21-57-03_segments.ts.ffmpeg.log
